"TransactionAmount","TransactionDuration","LoginAttempts","AccountBalance","CustomerAge","TransactionType","Location","Channel"
"411.72","153","1","8539.86","29","Debit","Washington","Branch"
"508.73","89","1","7640.57","59","Debit","Chicago","Branch"
"153.08","201","1","1292.21","24","Debit","Omaha","ATM"
"23.01","166","1","5958.75","63","Debit","Las Vegas","Branch"
"69.28","129","1","708.74","25","Debit","Los Angeles","Online"
"51.25","66","1","1744.4","28","Credit","Austin","Branch"
"407.65","263","1","273.78","25","Debit","Denver","ATM"
"459.25","59","1","130.76","25","Debit","Tucson","Branch"
"301.56","118","1","10389.6","49","Debit","Seattle","Branch"
"17.67","91","1","1048.18","63","Debit","San Diego","Online"
"5.29","132","1","12896.68","32","Credit","San Francisco","Online"
"401.37","251","1","8208.54","43","Debit","Los Angeles","Branch"
"145.4","24","1","5244.49","38","Debit","Tucson","Online"
"556.34","46","1","11935.14","37","Debit","Seattle","Online"
"34.31","251","1","1484.76","24","Debit","Philadelphia","ATM"
"780.59","145","1","6513.34","23","Credit","Tucson","Online"
"282.65","161","1","13801.15","35","Debit","Fort Worth","ATM"
"305.27","147","1","12958.65","68","Debit","Las Vegas","Online"
"185.81","116","1","9588.71","32","Debit","Austin","Online"
"66.01","179","1","3475.99","49","Debit","Milwaukee","Online"
"447.95","75","1","7544.4","29","Debit","Tucson","Branch"
"279.3","48","1","1193.61","19","Debit","Oklahoma City","ATM"
"26.75","27","1","12063.77","33","Debit","Indianapolis","Online"
"611.15","121","1","892.83","27","Debit","Detroit","ATM"
"275.2","81","1","1230.12","54","Debit","New York","Online"
"427.79","189","1","1479.67","18","Debit","San Jose","Branch"
"469.13","139","1","1265.28","54","Credit","San Antonio","ATM"
"102.81","47","1","3228.87","76","Debit","Seattle","Branch"
"22.61","145","1","1111.67","19","Debit","Seattle","Online"
"68.28","293","1","3213.16","56","Debit","Boston","Online"
"33.65","146","1","12719.93","63","Credit","New York","Online"
"362.68","137","1","2040.77","63","Credit","Miami","ATM"
"73.23","172","1","1309.85","20","Debit","San Francisco","Branch"
"654.49","104","1","164.61","25","Credit","Austin","Online"
"18.56","161","1","4230.37","49","Credit","Memphis","Branch"
"389.05","41","1","761.0","27","Debit","Dallas","ATM"
"7.38","105","1","2923.83","67","Debit","Houston","Online"
"109.48","93","1","7372.47","61","Debit","Baltimore","Online"
"66.91","85","1","871.1","39","Debit","Seattle","ATM"
"335.48","155","1","3023.16","45","Debit","Oklahoma City","Branch"
"38.14","174","1","1119.21","19","Debit","Albuquerque","Online"
"1076.98","173","1","11833.73","60","Debit","Detroit","Branch"
"360.02","68","1","6400.59","68","Debit","Dallas","Online"
"567.71","80","1","13884.24","63","Debit","Memphis","Online"
"218.19","185","1","620.83","19","Debit","Austin","ATM"
"209.99","40","1","1938.01","19","Debit","Denver","ATM"
"11.02","280","1","964.79","19","Debit","Tucson","Branch"
"83.43","109","1","1870.16","56","Debit","New York","Online"
"344.97","106","1","5577.94","34","Debit","Austin","Online"
"172.29","283","1","8700.8","36","Debit","El Paso","ATM"
"195.54","255","1","2794.66","60","Debit","Omaha","Online"
"101.23","87","1","6169.71","45","Debit","Colorado Springs","Online"
"180.46","34","1","831.75","25","Debit","Fresno","ATM"
"692.55","109","1","2451.56","53","Debit","Charlotte","Branch"
"147.31","92","1","13625.52","34","Credit","Mesa","Online"
"107.48","103","1","1379.39","20","Debit","Los Angeles","Branch"
"1831.02","83","1","11498.01","62","Credit","Columbus","Online"
"81.51","97","1","865.49","25","Debit","Washington","Branch"
"365.48","216","1","7147.4","76","Credit","Seattle","Online"
"491.1","125","1","7833.85","35","Credit","Houston","Online"
"452.8","151","1","4840.67","80","Debit","Los Angeles","Branch"
"645.04","78","1","7361.47","70","Debit","Memphis","Branch"
"169.28","114","1","5128.44","45","Debit","Philadelphia","Branch"
"88.42","91","1","12381.45","62","Debit","El Paso","ATM"
"155.53","66","1","4008.05","29","Debit","Baltimore","ATM"
"991.82","300","1","3493.13","43","Debit","Milwaukee","Online"
"39.24","106","1","6462.41","77","Debit","Dallas","ATM"
"152.01","111","3","4625.12","42","Debit","Fort Worth","ATM"
"78.77","50","1","6470.57","48","Credit","Las Vegas","ATM"
"26.5","179","1","4854.83","48","Debit","Indianapolis","Online"
"83.62","146","1","12652.22","48","Debit","Raleigh","ATM"
"142.78","150","1","11705.88","68","Debit","San Diego","Branch"
"55.99","95","1","932.61","35","Debit","El Paso","ATM"
"774.48","31","1","11613.58","61","Debit","Louisville","Branch"
"105.37","160","1","1068.55","25","Debit","Sacramento","ATM"
"118.83","295","1","1616.3","28","Debit","Virginia Beach","Online"
"46.22","217","1","471.28","23","Debit","San Jose","Branch"
"659.71","148","1","106.86","21","Credit","San Jose","Branch"
"377.97","160","1","2457.1","72","Debit","Miami","Online"
"114.1","148","1","5882.12","69","Debit","Boston","Branch"
"11.3","41","1","1938.99","55","Credit","Louisville","Online"
"95.5","17","1","4079.09","57","Debit","Omaha","Online"
"130.93","149","1","860.12","28","Credit","Houston","Branch"
"272.97","174","1","7811.31","68","Debit","Boston","Online"
"73.35","47","1","1181.84","24","Debit","San Francisco","Branch"
"29.94","243","1","10915.54","58","Debit","San Francisco","ATM"
"307.24","136","2","1670.72","19","Debit","San Jose","ATM"
"50.52","140","1","1121.19","20","Debit","Boston","Online"
"820.46","243","1","5621.86","53","Credit","Fort Worth","Online"
"153.07","116","1","8873.43","56","Debit","Detroit","ATM"
"52.94","146","1","6990.92","41","Debit","Tucson","Branch"
"384.41","65","1","7831.56","60","Debit","Jacksonville","ATM"
"235.42","175","1","6173.23","51","Debit","Phoenix","Branch"
"114.23","64","1","9523.72","56","Debit","Dallas","ATM"
"12.62","61","1","6420.47","33","Debit","El Paso","Branch"
"997.37","145","1","1146.09","23","Debit","Fort Worth","ATM"
"373.52","235","1","6430.41","35","Debit","Colorado Springs","ATM"
"336.05","164","1","1635.05","28","Debit","San Antonio","Branch"
"366.93","33","1","6697.79","66","Debit","Houston","Online"
"112.27","102","1","7369.89","58","Debit","Seattle","Branch"
"494.96","132","1","6903.68","40","Debit","Sacramento","ATM"
"561.58","23","1","11748.86","65","Debit","Sacramento","Online"
"440.94","148","1","7303.23","42","Debit","San Antonio","Online"
"71.9","51","1","10619.35","29","Debit","Los Angeles","Branch"
"256.66","137","1","1794.5","54","Credit","Raleigh","Online"
"166.55","99","1","12970.21","59","Credit","Houston","Branch"
"276.26","143","1","120.89","56","Debit","Louisville","Branch"
"35.46","164","1","5692.31","67","Debit","Indianapolis","ATM"
"38.14","165","1","9879.87","50","Debit","Portland","Branch"
"506.26","86","1","6266.65","64","Credit","Baltimore","ATM"
"736.32","28","1","14268.95","31","Debit","Indianapolis","Online"
"389.43","151","1","6449.83","52","Credit","Austin","ATM"
"25.58","166","1","6741.41","60","Debit","Omaha","ATM"
"446.1","243","1","1008.44","25","Debit","Seattle","ATM"
"147.74","15","1","1711.78","23","Debit","Raleigh","Branch"
"1228.81","254","1","1821.0","26","Debit","San Francisco","ATM"
"46.23","282","1","5107.75","77","Debit","Fresno","Online"
"265.37","77","1","5229.95","33","Debit","Washington","Branch"
"342.57","91","1","339.16","20","Debit","Boston","Online"
"417.26","45","1","10442.48","32","Credit","New York","Online"
"33.63","76","1","4324.4","63","Debit","Columbus","Online"
"64.58","173","1","6292.29","55","Debit","El Paso","Branch"
"23.23","122","1","269.01","21","Credit","Miami","Branch"
"160.52","112","1","5379.25","78","Credit","Jacksonville","ATM"
"278.88","179","2","1334.09","64","Debit","Kansas City","Branch"
"285.49","109","1","6366.84","53","Credit","Charlotte","Branch"
"71.87","258","1","1839.1","22","Debit","Nashville","ATM"
"308.8","41","1","3966.54","53","Debit","Baltimore","ATM"
"135.35","82","1","9983.36","33","Debit","Houston","Branch"
"288.43","72","1","4577.09","66","Debit","Phoenix","Branch"
"147.46","205","1","7458.03","65","Credit","Albuquerque","Online"
"214.15","217","1","6397.29","32","Debit","Detroit","Branch"
"71.34","144","3","6345.03","49","Debit","Miami","Online"
"170.36","118","1","6034.73","30","Debit","Indianapolis","ATM"
"965.66","32","1","765.81","53","Debit","Raleigh","ATM"
"736.53","120","1","9826.26","55","Debit","Philadelphia","ATM"
"213.42","17","1","3736.38","45","Debit","Columbus","ATM"
"94.09","203","1","646.85","27","Debit","Miami","Branch"
"91.23","86","1","6385.12","72","Debit","Boston","ATM"
"263.92","233","1","4161.71","57","Credit","San Diego","Branch"
"77.5","201","1","11079.77","51","Credit","Fort Worth","Online"
"3.65","146","1","10017.11","69","Debit","Miami","Online"
"43.88","251","1","1644.09","26","Credit","Seattle","Online"
"591.98","132","1","387.65","28","Debit","El Paso","ATM"
"224.79","129","1","528.38","18","Debit","Boston","Online"
"64.3","67","1","7530.3","55","Debit","Louisville","ATM"
"111.79","49","1","10887.59","62","Debit","Jacksonville","Online"
"927.16","153","1","7104.61","59","Debit","San Francisco","ATM"
"613.7","37","1","7307.11","61","Credit","Fort Worth","Branch"
"26.07","19","3","349.98","20","Debit","Baltimore","Branch"
"170.45","199","1","2284.41","60","Debit","San Francisco","Branch"
"344.27","123","1","1918.36","22","Debit","San Antonio","Branch"
"872.72","288","1","503.01","22","Debit","Washington","Online"
"292.95","56","1","1216.91","37","Debit","Memphis","Branch"
"28.44","243","1","1071.04","18","Debit","Fresno","ATM"
"209.02","74","1","187.9","21","Debit","El Paso","ATM"
"20.05","171","1","7145.67","72","Debit","Chicago","ATM"
"175.02","71","1","1493.88","28","Debit","Phoenix","Online"
"89.5","134","1","8658.95","41","Credit","Louisville","Branch"
"69.96","31","1","164.12","28","Debit","Baltimore","Branch"
"146.51","68","1","7089.9","53","Debit","Albuquerque","ATM"
"376.78","88","1","841.65","21","Credit","Nashville","Online"
"148.54","107","1","5677.05","71","Credit","Columbus","Branch"
"388.77","30","1","1658.49","26","Credit","Jacksonville","Online"
"100.38","49","1","10171.68","63","Debit","Seattle","Branch"
"137.23","63","1","13847.99","64","Debit","Fresno","Branch"
"870.3","229","1","3688.98","51","Debit","San Jose","ATM"
"458.94","180","1","5619.95","52","Debit","Detroit","Branch"
"327.35","175","1","342.08","20","Credit","Memphis","Branch"
"757.15","38","1","4702.86","53","Debit","Raleigh","Online"
"5.64","47","1","12703.24","59","Debit","Boston","Online"
"47.23","160","1","6659.81","73","Credit","Memphis","Online"
"239.41","248","1","7860.65","42","Credit","Baltimore","Online"
"7.48","29","1","1275.2","55","Debit","San Antonio","ATM"
"170.97","292","1","1265.27","26","Debit","Nashville","Branch"
"262.43","274","5","12841.01","37","Credit","San Diego","Online"
"659.15","204","1","1241.59","22","Debit","Boston","ATM"
"31.53","283","1","874.93","25","Debit","Kansas City","Online"
"111.66","140","1","5716.72","48","Credit","Washington","Online"
"250.01","88","1","1541.48","62","Debit","Kansas City","ATM"
"554.15","108","1","14817.22","49","Debit","Raleigh","ATM"
"598.66","222","1","2587.11","32","Credit","Charlotte","Branch"
"28.38","98","1","173.7","55","Debit","Sacramento","Branch"
"16.8","94","1","11847.07","49","Debit","San Diego","ATM"
"896.79","168","1","11146.74","33","Debit","Dallas","Online"
"159.0","38","1","369.79","49","Debit","Las Vegas","ATM"
"56.31","195","1","6396.08","75","Credit","Houston","Online"
"203.99","215","1","4840.31","52","Debit","Philadelphia","Online"
"50.99","76","1","1334.6","29","Debit","Detroit","Branch"
"101.28","75","1","2774.35","32","Credit","Chicago","Online"
"299.92","122","1","1368.0","27","Debit","Denver","ATM"
"77.54","73","1","4536.38","67","Debit","Phoenix","Online"
"18.35","78","1","1293.39","21","Debit","Nashville","Branch"
"732.53","116","1","441.54","26","Credit","San Jose","ATM"
"65.11","150","1","8485.14","34","Debit","Nashville","ATM"
"67.07","56","1","999.62","24","Credit","Los Angeles","ATM"
"137.48","47","1","14273.42","55","Debit","Seattle","Branch"
"398.36","56","1","1863.7","22","Debit","Columbus","ATM"
"469.46","149","1","8640.56","20","Debit","New York","ATM"
"37.58","182","1","259.44","57","Debit","Indianapolis","ATM"
"160.24","15","1","5526.97","31","Debit","Washington","ATM"
"315.39","93","1","929.6","23","Credit","New York","Branch"
"434.17","148","5","5335.44","21","Debit","Atlanta","ATM"
"165.91","84","1","587.12","26","Debit","Jacksonville","ATM"
"211.36","194","1","4760.34","47","Debit","San Francisco","Branch"
"241.45","158","1","1594.04","26","Debit","Portland","Online"
"23.24","129","1","13777.79","68","Debit","Indianapolis","Branch"
"70.88","176","1","1794.65","74","Credit","Omaha","Branch"
"1143.67","111","1","7677.76","66","Debit","Atlanta","Online"
"314.52","229","1","7071.32","80","Debit","Memphis","ATM"
"181.81","122","1","7525.73","78","Credit","Austin","Online"
"854.64","118","1","2989.25","56","Debit","Fort Worth","Branch"
"261.19","52","1","7620.6","64","Debit","Oklahoma City","ATM"
"220.68","217","1","5549.2","71","Credit","Raleigh","Online"
"11.86","129","1","6782.61","31","Debit","Sacramento","Branch"
"122.65","41","1","1968.51","28","Debit","Columbus","Online"
"395.16","17","1","5340.73","56","Debit","Milwaukee","Online"
"704.69","150","1","3267.84","51","Debit","Las Vegas","Online"
"369.89","69","1","6941.47","69","Debit","San Antonio","ATM"
"10.92","268","1","7567.2","67","Debit","Jacksonville","ATM"
"199.14","36","1","7001.25","31","Debit","Seattle","Branch"
"109.43","140","1","1983.65","70","Debit","Denver","ATM"
"304.15","40","1","686.91","20","Debit","Atlanta","Branch"
"620.54","98","1","213.36","28","Credit","Omaha","Branch"
"757.79","117","1","1443.02","22","Debit","Charlotte","Online"
"122.81","12","1","8450.84","52","Debit","San Jose","Branch"
"96.25","171","1","7996.7","61","Debit","Houston","Online"
"1431.33","49","1","5567.98","30","Debit","Charlotte","ATM"
"142.55","97","1","1262.68","67","Debit","Kansas City","Online"
"35.94","141","1","1697.28","23","Credit","Fresno","Branch"
"24.86","292","1","2591.65","58","Debit","Jacksonville","Branch"
"103.08","109","1","12002.16","60","Debit","San Francisco","Online"
"116.27","94","1","8726.92","57","Debit","Portland","Online"
"363.84","118","3","5415.64","73","Debit","Columbus","Online"
"34.74","72","1","3736.57","59","Credit","Portland","Online"
"64.01","240","1","1225.69","19","Credit","Philadelphia","Branch"
"108.75","23","4","14829.85","50","Debit","Houston","ATM"
"50.9","150","1","1277.7","28","Credit","Jacksonville","Online"
"206.84","154","1","454.66","20","Debit","Philadelphia","Branch"
"37.4","84","1","1519.51","20","Debit","Raleigh","ATM"
"154.21","75","1","8045.77","46","Debit","Miami","Online"
"199.37","79","1","1331.3","24","Debit","Chicago","Online"
"410.49","134","1","1843.57","25","Credit","Atlanta","Branch"
"1360.01","218","1","6601.5","67","Credit","Phoenix","Branch"
"18.23","28","1","8422.2","56","Debit","Nashville","ATM"
"398.7","276","1","7987.74","47","Debit","Albuquerque","ATM"
"122.14","155","1","327.68","22","Debit","Omaha","Online"
"378.2","167","1","7372.81","40","Debit","Mesa","Branch"
"124.74","33","1","2987.97","49","Debit","Los Angeles","ATM"
"17.1","101","1","1619.54","53","Debit","Albuquerque","ATM"
"287.05","212","1","1204.65","22","Debit","Milwaukee","ATM"
"874.72","173","1","4630.58","28","Debit","San Francisco","Online"
"1762.28","150","1","1380.34","24","Debit","Memphis","ATM"
"40.12","269","1","14304.38","36","Credit","Dallas","ATM"
"125.0","177","1","3215.76","49","Credit","Indianapolis","Online"
"348.44","147","1","1022.94","24","Debit","Baltimore","Online"
"128.4","31","1","2610.64","69","Debit","Tucson","ATM"
"320.93","178","1","9451.66","55","Debit","Atlanta","Online"
"1.41","278","1","1244.17","53","Debit","Sacramento","ATM"
"50.52","293","1","12815.24","54","Debit","Los Angeles","Branch"
"383.95","143","1","9933.56","31","Credit","San Diego","Online"
"12.94","158","1","921.23","23","Debit","Fresno","Branch"
"329.75","211","1","6009.43","56","Debit","Sacramento","Online"
"981.76","234","1","602.36","45","Debit","Milwaukee","Online"
"40.79","80","1","1769.33","18","Debit","Milwaukee","ATM"
"99.25","93","1","2570.34","63","Credit","Phoenix","Online"
"150.6","59","1","3240.14","69","Debit","Miami","ATM"
"29.5","129","1","1229.32","73","Debit","San Antonio","Online"
"54.34","46","1","8019.89","65","Debit","Albuquerque","ATM"
"18.25","18","1","14328.29","53","Debit","Kansas City","ATM"
"633.87","175","1","330.16","27","Debit","Kansas City","Online"
"81.15","114","1","1595.26","19","Debit","Miami","ATM"
"83.95","170","1","7413.18","75","Debit","New York","Online"
"410.4","78","1","2563.91","61","Credit","Virginia Beach","ATM"
"172.68","17","1","10724.95","33","Debit","Baltimore","ATM"
"139.88","162","1","2969.71","34","Debit","Colorado Springs","ATM"
"165.55","115","1","761.78","28","Debit","Dallas","Branch"
"53.79","137","3","6229.36","54","Credit","Philadelphia","ATM"
"285.69","35","1","2552.54","63","Debit","Miami","ATM"
"532.4","149","1","1033.73","22","Debit","Jacksonville","ATM"
"293.85","144","1","1919.97","25","Debit","Charlotte","Online"
"27.94","120","1","1893.44","79","Debit","Atlanta","Branch"
"270.36","37","1","1783.04","25","Debit","Oklahoma City","ATM"
"112.66","176","3","852.98","29","Debit","Philadelphia","Online"
"506.03","21","1","1123.89","21","Debit","Detroit","Branch"
"206.95","31","1","1817.65","22","Debit","Seattle","Branch"
"350.96","167","1","5463.94","63","Debit","Tucson","ATM"
"261.63","150","1","477.03","20","Debit","Chicago","Branch"
"46.12","30","1","8874.01","59","Debit","Fresno","Branch"
"27.25","92","1","5365.2","63","Credit","Kansas City","Branch"
"1353.93","171","1","7858.41","26","Debit","El Paso","Branch"
"331.66","145","1","7216.3","76","Debit","Las Vegas","ATM"
"667.95","253","1","13558.56","62","Credit","Oklahoma City","ATM"
"49.84","146","1","7872.04","49","Debit","Chicago","ATM"
"556.04","27","1","5200.04","72","Debit","Denver","ATM"
"88.06","288","1","1779.85","18","Credit","Raleigh","Online"
"745.95","127","1","13264.14","58","Debit","Memphis","ATM"
"67.25","157","1","467.4","19","Debit","Miami","Online"
"93.63","141","1","9873.62","29","Debit","New York","ATM"
"74.11","49","1","1257.9","22","Debit","San Jose","Branch"
"41.13","58","1","6067.54","77","Credit","Philadelphia","Branch"
"192.02","154","1","5169.07","79","Credit","Indianapolis","Online"
"291.27","121","1","6878.86","77","Debit","Detroit","Branch"
"296.46","136","1","558.99","23","Debit","Dallas","Branch"
"341.84","89","1","1400.04","27","Credit","El Paso","Branch"
"98.41","48","1","912.71","27","Debit","Sacramento","Online"
"109.28","112","4","6338.35","36","Debit","San Diego","Online"
"27.51","103","1","13645.63","40","Credit","Columbus","Online"
"12.18","77","1","4909.24","76","Debit","New York","Branch"
"207.71","63","1","570.1","25","Credit","Kansas City","Online"
"25.77","277","1","11749.77","45","Credit","San Diego","Online"
"127.57","75","1","6118.2","52","Debit","Nashville","ATM"
"392.05","172","1","4383.69","60","Debit","Denver","ATM"
"521.01","73","1","4004.55","41","Credit","Seattle","Branch"
"849.76","269","1","373.88","25","Debit","Seattle","ATM"
"172.5","31","1","6851.16","68","Debit","Columbus","Online"
"265.44","169","1","9700.77","30","Debit","San Antonio","ATM"
"152.34","115","1","6853.51","55","Debit","Omaha","Branch"
"21.13","153","1","948.7","28","Debit","Dallas","Branch"
"111.55","101","1","12221.17","46","Debit","Denver","ATM"
"321.82","43","1","6500.5","32","Credit","Raleigh","Branch"
"1294.81","279","1","9927.75","45","Credit","Washington","Branch"
"148.77","175","1","2138.42","67","Debit","San Jose","Branch"
"14.08","154","1","3908.65","57","Debit","Dallas","Branch"
"1283.97","121","1","11041.9","42","Debit","Colorado Springs","ATM"
"566.33","66","1","379.82","24","Credit","Charlotte","ATM"
"206.51","275","1","3921.74","51","Debit","Indianapolis","ATM"
"180.94","57","1","7659.99","75","Debit","Raleigh","Branch"
"77.9","128","1","664.72","21","Debit","Washington","Branch"
"318.92","60","1","1167.25","21","Credit","Washington","Branch"
"583.3","142","1","5896.01","59","Credit","Nashville","Online"
"100.68","139","1","1123.75","63","Debit","Memphis","Online"
"589.64","210","1","2039.4","62","Debit","Charlotte","Online"
"225.93","199","1","1864.27","25","Credit","Omaha","Branch"
"651.55","82","1","2325.78","72","Debit","Phoenix","Online"
"80.97","157","1","5926.31","38","Debit","Seattle","Online"
"191.89","14","1","399.57","25","Debit","San Antonio","Branch"
"304.75","125","1","1916.34","78","Credit","Austin","Branch"
"201.53","287","1","2732.86","68","Debit","Tucson","Online"
"8.45","141","1","1115.3","22","Debit","Philadelphia","ATM"
"435.98","105","1","7334.08","30","Debit","Mesa","Branch"
"743.24","109","1","1024.19","19","Credit","Indianapolis","Online"
"16.27","44","1","10971.32","57","Debit","Atlanta","ATM"
"290.86","36","1","14631.88","45","Debit","Louisville","Online"
"85.73","266","1","14928.35","41","Debit","Virginia Beach","ATM"
"555.71","73","1","830.37","22","Credit","Boston","Branch"
"40.03","200","1","6408.8","23","Debit","Omaha","Branch"
"73.01","62","1","1997.33","25","Credit","Milwaukee","Online"
"346.12","12","1","13084.27","44","Debit","San Francisco","Branch"
"1.93","175","5","5684.09","47","Debit","Chicago","Branch"
"252.93","222","1","2760.37","75","Debit","Portland","ATM"
"238.54","12","4","868.91","19","Debit","Indianapolis","ATM"
"1011.22","129","1","5838.91","61","Debit","Tucson","Branch"
"58.7","141","1","8937.35","67","Debit","New York","Branch"
"7.56","145","1","8528.72","40","Debit","Milwaukee","ATM"
"540.4","272","1","425.77","45","Debit","Houston","Branch"
"264.14","125","1","8459.26","64","Debit","Baltimore","ATM"
"248.15","202","1","2649.23","75","Debit","Milwaukee","ATM"
"24.34","110","1","6659.12","54","Debit","Raleigh","Branch"
"428.61","62","1","11937.04","66","Debit","Fort Worth","ATM"
"117.66","126","1","6794.17","39","Credit","Memphis","Branch"
"165.8","287","1","2064.76","60","Debit","Nashville","Online"
"289.18","64","1","3139.75","65","Debit","Baltimore","ATM"
"125.39","140","1","202.69","21","Debit","Los Angeles","ATM"
"305.18","216","1","4474.2","58","Debit","Chicago","Online"
"506.9","56","1","11471.87","64","Credit","Houston","Branch"
"504.12","101","1","1107.28","25","Credit","Baltimore","Branch"
"42.09","118","1","5526.28","29","Debit","Denver","Branch"
"607.28","84","1","9679.68","32","Debit","Baltimore","ATM"
"91.9","125","1","1033.94","77","Debit","Chicago","Online"
"303.43","30","1","1833.24","22","Debit","Virginia Beach","Branch"
"668.78","141","1","983.68","20","Debit","Mesa","ATM"
"270.54","139","1","269.78","20","Credit","Sacramento","ATM"
"247.93","79","1","9801.48","37","Debit","Indianapolis","Branch"
"34.67","71","1","888.6","19","Debit","Chicago","Online"
"326.03","137","1","290.24","18","Credit","New York","Online"
"148.26","57","1","958.7","25","Debit","Omaha","ATM"
"1086.6","38","1","1605.67","19","Debit","San Diego","Online"
"373.99","140","1","8590.5","60","Debit","Sacramento","ATM"
"254.34","79","1","5461.08","49","Debit","El Paso","Online"
"819.48","26","1","1804.5","25","Debit","Virginia Beach","ATM"
"14.0","173","1","7975.18","49","Debit","San Antonio","ATM"
"57.16","74","1","222.22","40","Debit","Columbus","ATM"
"282.26","278","1","6857.2","37","Debit","Memphis","Online"
"46.96","12","1","2028.92","46","Debit","Las Vegas","Online"
"473.2","173","1","248.52","34","Debit","Houston","Online"
"192.97","140","1","3019.04","59","Debit","Sacramento","ATM"
"168.99","203","1","1523.57","18","Debit","Baltimore","ATM"
"1.82","60","1","5571.39","80","Debit","San Francisco","Online"
"40.9","37","1","1514.34","55","Debit","Charlotte","ATM"
"78.91","157","1","1817.43","61","Debit","Sacramento","Online"
"169.97","12","1","6269.12","22","Credit","San Diego","ATM"
"17.79","162","5","2281.9","61","Debit","Jacksonville","Branch"
"486.61","130","1","2006.69","48","Credit","Sacramento","ATM"
"148.13","56","1","2189.38","58","Debit","Phoenix","Branch"
"164.52","162","1","11036.74","61","Debit","Dallas","ATM"
"720.89","120","1","447.06","27","Debit","Indianapolis","ATM"
"268.7","63","1","2104.74","53","Debit","Milwaukee","ATM"
"637.34","278","1","5183.5","51","Debit","Indianapolis","ATM"
"216.76","138","1","643.64","47","Credit","Omaha","Online"
"418.02","110","1","11011.86","46","Debit","Los Angeles","ATM"
"292.03","154","1","951.33","46","Credit","Memphis","ATM"
"251.4","178","1","2561.67","57","Debit","Tucson","ATM"
"184.56","93","1","1549.27","21","Debit","Virginia Beach","Online"
"33.76","227","1","3253.51","26","Debit","Seattle","Online"
"253.46","60","1","1338.95","45","Debit","Memphis","ATM"
"1612.37","173","1","3910.59","65","Debit","Los Angeles","ATM"
"138.68","44","1","206.2","22","Credit","Colorado Springs","Branch"
"42.56","146","1","4361.44","18","Debit","Fresno","Online"
"680.76","165","1","572.97","21","Debit","Kansas City","Branch"
"53.83","131","1","4580.59","70","Debit","Baltimore","Branch"
"11.09","95","1","2990.05","51","Debit","Charlotte","Branch"
"37.81","195","1","5208.98","63","Debit","Colorado Springs","Branch"
"449.18","50","1","1025.99","67","Debit","Denver","Online"
"1135.8","250","1","13534.3","30","Debit","San Diego","ATM"
"297.6","162","1","1461.17","39","Debit","Milwaukee","Online"
"683.75","106","1","6333.72","32","Debit","Las Vegas","Branch"
"21.4","129","1","8551.6","48","Credit","Kansas City","Online"
"315.94","93","1","4273.99","78","Debit","Omaha","ATM"
"331.32","137","5","13054.54","61","Debit","Sacramento","Branch"
"223.76","110","1","4102.23","74","Credit","Boston","Branch"
"216.03","300","1","10462.77","42","Debit","Boston","ATM"
"17.42","150","1","6851.31","74","Debit","Dallas","ATM"
"491.91","155","1","2421.94","78","Debit","Milwaukee","Online"
"350.11","178","1","4639.04","74","Credit","Raleigh","Online"
"218.07","243","1","443.62","23","Debit","Austin","Branch"
"291.09","73","1","6312.79","48","Debit","El Paso","Branch"
"422.14","109","1","1436.32","26","Credit","Albuquerque","Branch"
"613.21","157","1","3279.12","61","Debit","Tucson","ATM"
"73.83","69","1","6020.29","69","Debit","Las Vegas","Online"
"67.33","36","1","5925.98","59","Debit","Detroit","Online"
"26.92","43","1","1674.94","62","Debit","Indianapolis","ATM"
"18.3","155","1","3733.52","48","Debit","Mesa","Online"
"317.94","124","1","2996.51","54","Debit","Los Angeles","ATM"
"179.38","173","1","11666.18","40","Debit","Mesa","Online"
"918.95","139","1","7006.46","68","Debit","Seattle","Online"
"13.92","209","1","2735.84","37","Debit","Los Angeles","ATM"
"365.43","176","1","1073.51","25","Debit","Portland","ATM"
"263.59","16","1","6996.35","71","Debit","Dallas","Branch"
"54.8","140","1","4943.49","34","Debit","Albuquerque","Branch"
"141.49","75","1","1665.58","24","Debit","Baltimore","Online"
"31.39","15","1","998.49","20","Debit","Tucson","ATM"
"93.82","176","1","8422.06","39","Debit","San Diego","Online"
"5.71","106","1","1285.42","21","Debit","Tucson","Branch"
"178.39","98","1","8469.43","34","Debit","Tucson","Online"
"126.91","42","1","692.69","22","Debit","Kansas City","ATM"
"36.09","167","1","12319.26","53","Debit","Columbus","Branch"
"91.77","174","1","9240.73","51","Debit","Omaha","Branch"
"198.92","100","1","2854.66","36","Debit","Milwaukee","Online"
"137.81","44","1","2631.47","58","Debit","Detroit","Branch"
"136.88","71","1","7465.95","24","Credit","Memphis","Branch"
"133.07","155","1","1670.99","21","Debit","Sacramento","Branch"
"1.14","137","1","13913.92","43","Debit","Indianapolis","Branch"
"256.34","99","1","7471.63","69","Debit","Kansas City","Branch"
"56.11","109","1","11123.65","36","Debit","Boston","Branch"
"118.1","50","1","7976.6","50","Debit","Fort Worth","ATM"
"137.86","120","1","8046.94","66","Credit","Sacramento","Online"
"813.78","55","1","14935.5","54","Credit","Atlanta","ATM"
"237.97","69","1","13486.15","69","Debit","Columbus","ATM"
"684.96","31","1","526.67","21","Debit","Mesa","ATM"
"878.63","139","1","4954.37","60","Debit","Columbus","ATM"
"276.56","15","1","8942.58","68","Debit","Austin","Branch"
"8.75","199","1","4044.62","79","Debit","Louisville","ATM"
