"Customer_Type","Product","Category","Unit_Price","Quantity","Discount","Total_Price","Region"
"B2C","Merlot","Alcoholic Beverages","4.48","10","0.0","44.8","Bayern"
"B2B","Monster","Soft Drinks","1.98","11","0.05","20.69","Rheinland-Pfalz"
"B2B","Schwip Schwap","Soft Drinks","0.84","46","0.1","34.78","Rheinland-Pfalz"
"B2B","Apollinaris","Water","0.8","27","0.05","20.52","Rheinland-Pfalz"
"B2C","Cranberry Juice","Juices","3.56","8","0.0","28.48","Rheinland-Pfalz"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","58.82","10","0.0","588.2","Brandenburg"
"B2C","Apollinaris","Water","0.96","13","0.0","12.48","Brandenburg"
"B2C","Coca-Cola","Soft Drinks","1.07","2","0.0","2.14","Brandenburg"
"B2B","Gerolsteiner","Water","0.91","41","0.05","35.44","Hamburg"
"B2B","Cranberry Juice","Juices","2.19","17","0.05","35.37","Hamburg"
"B2B","Beck's","Alcoholic Beverages","1.31","25","0.1","29.48","Hamburg"
"B2B","Hohes C Orange","Juices","1.4","10","0.05","13.3","Hamburg"
"B2C","Tomato Juice","Juices","3.43","9","0.0","30.87","Niedersachsen"
"B2C","Volvic Touch","Water","1.46","15","0.0","21.9","Niedersachsen"
"B2B","Rauch Multivitamin","Juices","1.68","40","0.05","63.84","Rheinland-Pfalz"
"B2C","Volvic Touch","Water","1.42","8","0.0","11.36","Baden-WÃ¼rttemberg"
"B2C","Cranberry Juice","Juices","3.56","2","0.0","7.12","Baden-WÃ¼rttemberg"
"B2C","Beck's","Alcoholic Beverages","1.33","12","0.0","15.96","Hessen"
"B2C","Tanqueray","Alcoholic Beverages","33.6","6","0.0","201.6","Hessen"
"B2C","Club Mate","Soft Drinks","2.13","7","0.0","14.91","Hessen"
"B2C","Rauch Multivitamin","Juices","2.31","15","0.0","34.65","Hessen"
"B2C","Granini Apple","Juices","1.59","9","0.0","14.31","Hessen"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","58.82","15","0.0","882.3","Niedersachsen"
"B2C","Schwip Schwap","Soft Drinks","1.24","10","0.0","12.4","Niedersachsen"
"B2C","Apollinaris","Water","0.96","1","0.0","0.96","Niedersachsen"
"B2C","Red Bull","Soft Drinks","2.28","14","0.0","31.92","Niedersachsen"
"B2C","Krombacher","Alcoholic Beverages","1.59","10","0.0","15.9","Niedersachsen"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","57.11","4","0.0","228.44","Sachsen"
"B2C","Mango Juice","Juices","3.12","1","0.0","3.12","Sachsen"
"B2C","Jever","Alcoholic Beverages","1.88","5","0.0","9.4","Sachsen"
"B2C","Volvic","Water","0.55","7","0.0","3.85","Sachsen"
"B2C","Red Bull","Soft Drinks","2.22","3","0.0","6.66","Sachsen"
"B2C","Johnnie Walker","Alcoholic Beverages","37.69","7","0.0","263.83","Brandenburg"
"B2C","Mountain Dew","Soft Drinks","0.99","2","0.0","1.98","Brandenburg"
"B2C","Sauvignon Blanc","Alcoholic Beverages","9.09","10","0.0","90.9","Brandenburg"
"B2B","Vittel","Water","0.46","39","0.05","17.04","Baden-WÃ¼rttemberg"
"B2C","Bacardi","Alcoholic Beverages","13.84","12","0.0","166.08","Saarland"
"B2C","Rockstar","Soft Drinks","2.27","13","0.0","29.51","Saarland"
"B2C","San Pellegrino","Water","0.89","1","0.0","0.89","Saarland"
"B2C","Apollinaris","Water","0.96","4","0.0","3.84","Saarland"
"B2C","Red Bull","Soft Drinks","2.28","4","0.0","9.12","Saarland"
"B2B","Erdinger WeiÃŸbier","Alcoholic Beverages","2.1","80","0.1","151.2","Nordrhein-Westfalen"
"B2B","Sauvignon Blanc","Alcoholic Beverages","16.33","89","0.1","1308.03","Nordrhein-Westfalen"
"B2B","Volvic","Water","0.56","26","0.05","13.83","Nordrhein-Westfalen"
"B2B","Rauch Multivitamin","Juices","3.54","48","0.1","152.93","Nordrhein-Westfalen"
"B2C","Granini Apple","Juices","1.59","12","0.0","19.08","Saarland"
"B2C","Tanqueray","Alcoholic Beverages","33.6","14","0.0","470.4","Saarland"
"B2C","Volvic Touch","Water","1.38","6","0.0","8.28","Saarland"
"B2C","Hohes C Orange","Juices","1.75","10","0.0","17.5","Saarland"
"B2C","Jever","Alcoholic Beverages","1.88","15","0.0","28.2","Saarland"
"B2B","Rockstar","Soft Drinks","2.79","57","0.1","143.13","Niedersachsen"
"B2B","Rauch Multivitamin","Juices","1.75","79","0.05","131.34","Niedersachsen"
"B2B","Passion Fruit Juice","Juices","2.82","70","0.1","177.66","Niedersachsen"
"B2B","Beck's","Alcoholic Beverages","1.68","37","0.1","55.94","Niedersachsen"
"B2B","Rauch Multivitamin","Juices","2.19","54","0.1","106.43","Berlin"
"B2B","Evian","Water","1.14","94","0.1","96.44","Berlin"
"B2C","Tanqueray","Alcoholic Beverages","35.65","10","0.0","356.5","Hamburg"
"B2C","Apollinaris","Water","0.99","15","0.0","14.85","Hamburg"
"B2C","Krombacher","Alcoholic Beverages","1.63","3","0.0","4.89","Hamburg"
"B2C","Hohes C Orange","Juices","1.86","2","0.0","3.72","Hamburg"
"B2C","Sprite","Soft Drinks","0.55","7","0.0","3.85","Berlin"
"B2B","Evian","Water","1.46","60","0.1","78.84","Bremen"
"B2B","Johnnie Walker","Alcoholic Beverages","38.48","97","0.1","3359.3","Bremen"
"B2B","Jever","Alcoholic Beverages","1.13","20","0.1","20.34","Bremen"
"B2C","Rockstar","Soft Drinks","2.27","5","0.0","11.35","Baden-WÃ¼rttemberg"
"B2B","Selters","Water","1.3","71","0.15","78.46","Rheinland-Pfalz"
"B2B","San Pellegrino","Water","0.64","80","0.1","46.08","Sachsen-Anhalt"
"B2B","Vittel","Water","0.69","93","0.15","54.54","Sachsen-Anhalt"
"B2B","Cranberry Juice","Juices","3.72","76","0.15","240.31","Saarland"
"B2B","Selters","Water","1.17","100","0.1","105.3","Bremen"
"B2B","Mountain Dew","Soft Drinks","1.05","81","0.05","80.8","Bremen"
"B2B","Club Mate","Soft Drinks","2.1","86","0.05","171.57","Bremen"
"B2B","Passion Fruit Juice","Juices","2.33","22","0.05","48.7","Bremen"
"B2C","Fritz-Kola","Soft Drinks","2.12","11","0.0","23.32","Baden-WÃ¼rttemberg"
"B2C","Jever","Alcoholic Beverages","1.99","12","0.0","23.88","Baden-WÃ¼rttemberg"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","60.58","7","0.0","424.06","Baden-WÃ¼rttemberg"
"B2C","Sauvignon Blanc","Alcoholic Beverages","9.09","8","0.0","72.72","Baden-WÃ¼rttemberg"
"B2B","Mango Juice","Juices","3.71","41","0.05","144.5","Bayern"
"B2B","Passion Fruit Juice","Juices","3.64","77","0.15","238.24","Bremen"
"B2B","Coca-Cola","Soft Drinks","1.08","59","0.05","60.53","Bremen"
"B2B","Johnnie Walker","Alcoholic Beverages","37.02","17","0.05","597.87","Bremen"
"B2B","Mango Juice","Juices","3.17","12","0.05","36.14","Bremen"
"B2C","Granini Apple","Juices","1.59","9","0.0","14.31","Hessen"
"B2C","Mango Juice","Juices","3.12","1","0.0","3.12","Hessen"
"B2C","Hohes C Orange","Juices","1.75","1","0.0","1.75","Hessen"
"B2C","Passion Fruit Juice","Juices","3.02","1","0.0","3.02","Nordrhein-Westfalen"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","58.82","10","0.0","588.2","Nordrhein-Westfalen"
"B2C","Mango Juice","Juices","3.21","12","0.0","38.52","Nordrhein-Westfalen"
"B2C","Merlot","Alcoholic Beverages","4.35","8","0.0","34.8","Nordrhein-Westfalen"
"B2C","Vittel","Water","0.59","7","0.0","4.13","Bayern"
"B2C","Beck's","Alcoholic Beverages","1.41","14","0.0","19.74","Bayern"
"B2C","Sprite","Soft Drinks","0.56","4","0.0","2.24","Bayern"
"B2C","Passion Fruit Juice","Juices","3.11","8","0.0","24.88","Bayern"
"B2C","Cranberry Juice","Juices","3.67","10","0.0","36.7","Bayern"
"B2C","Hohes C Orange","Juices","1.86","3","0.0","5.58","Niedersachsen"
"B2C","Red Bull","Soft Drinks","2.35","13","0.0","30.55","Niedersachsen"
"B2C","Granini Apple","Juices","1.59","1","0.0","1.59","Brandenburg"
"B2C","Mezzo Mix","Soft Drinks","0.59","13","0.0","7.67","Brandenburg"
"B2C","Fritz-Kola","Soft Drinks","1.99","10","0.0","19.9","Brandenburg"
"B2C","Havana Club","Alcoholic Beverages","12.58","8","0.0","100.64","Brandenburg"
"B2C","Coca-Cola","Soft Drinks","1.04","13","0.0","13.52","Brandenburg"
"B2C","Johnnie Walker","Alcoholic Beverages","37.69","2","0.0","75.38","Bremen"
"B2C","Hohes C Orange","Juices","1.86","5","0.0","9.3","Bremen"
"B2C","Rauch Multivitamin","Juices","2.45","11","0.0","26.95","Bremen"
"B2C","Chardonnay","Alcoholic Beverages","5.03","1","0.0","5.03","Bremen"
"B2C","Fritz-Kola","Soft Drinks","2.12","9","0.0","19.08","Bremen"
"B2C","Gerolsteiner","Water","1.07","7","0.0","7.49","Sachsen-Anhalt"
"B2C","Selters","Water","0.49","12","0.0","5.88","Sachsen-Anhalt"
"B2C","Mountain Dew","Soft Drinks","0.99","1","0.0","0.99","Sachsen-Anhalt"
"B2C","Fanta","Soft Drinks","1.23","13","0.0","15.99","Sachsen-Anhalt"
"B2C","Passion Fruit Juice","Juices","3.11","8","0.0","24.88","Sachsen-Anhalt"
"B2B","Passion Fruit Juice","Juices","2.24","24","0.05","51.07","Bremen"
"B2B","Mountain Dew","Soft Drinks","0.76","3","0.1","2.05","Bremen"
"B2B","Beck's","Alcoholic Beverages","1.49","59","0.1","79.12","Bremen"
"B2B","Hohes C Orange","Juices","1.99","51","0.1","91.34","Bremen"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","60.58","11","0.0","666.38","Niedersachsen"
"B2C","Vio Wasser","Water","1.71","9","0.0","15.39","Niedersachsen"
"B2C","Granini Apple","Juices","1.69","3","0.0","5.07","Niedersachsen"
"B2C","Fritz-Kola","Soft Drinks","2.05","14","0.0","28.7","Berlin"
"B2B","Beck's","Alcoholic Beverages","1.41","51","0.05","68.31","Bremen"
"B2C","Red Bull","Soft Drinks","2.22","13","0.0","28.86","Sachsen"
"B2C","Mezzo Mix","Soft Drinks","0.59","1","0.0","0.59","Sachsen"
"B2B","Selters","Water","0.93","87","0.1","72.82","Brandenburg"
"B2B","Bacardi","Alcoholic Beverages","16.16","41","0.05","629.43","Brandenburg"
"B2B","Granini Apple","Juices","1.31","30","0.05","37.34","Brandenburg"
"B2B","Pepsi","Soft Drinks","0.85","13","0.05","10.5","Brandenburg"
"B2B","Cranberry Juice","Juices","3.27","56","0.05","173.96","Brandenburg"
"B2C","Mango Juice","Juices","3.21","6","0.0","19.26","Saarland"
"B2C","Sauvignon Blanc","Alcoholic Beverages","8.83","15","0.0","132.45","Saarland"
"B2C","Volvic","Water","0.57","13","0.0","7.41","Saarland"
"B2C","Red Bull","Soft Drinks","2.28","2","0.0","4.56","Saarland"
"B2C","Cranberry Juice","Juices","3.67","12","0.0","44.04","Mecklenburg-Vorpommern"
"B2C","Fritz-Kola","Soft Drinks","2.12","5","0.0","10.6","Mecklenburg-Vorpommern"
"B2B","Mountain Dew","Soft Drinks","0.63","22","0.1","12.47","Niedersachsen"
"B2B","Bacardi","Alcoholic Beverages","20.73","42","0.1","783.59","Niedersachsen"
"B2B","Cranberry Juice","Juices","2.76","65","0.05","170.43","Niedersachsen"
"B2B","Tomato Juice","Juices","1.8","32","0.1","51.84","Niedersachsen"
"B2C","Cranberry Juice","Juices","3.46","2","0.0","6.92","ThÃ¼ringen"
"B2C","Vittel","Water","0.56","11","0.0","6.16","Rheinland-Pfalz"
"B2C","San Pellegrino","Water","0.86","14","0.0","12.04","Rheinland-Pfalz"
"B2C","Cranberry Juice","Juices","3.46","2","0.0","6.92","Rheinland-Pfalz"
"B2C","Johnnie Walker","Alcoholic Beverages","35.52","6","0.0","213.12","Rheinland-Pfalz"
"B2C","Beck's","Alcoholic Beverages","1.33","14","0.0","18.62","Rheinland-Pfalz"
"B2C","Mezzo Mix","Soft Drinks","0.63","6","0.0","3.78","Bayern"
"B2C","Hohes C Orange","Juices","1.86","6","0.0","11.16","Bayern"
"B2C","Mango Juice","Juices","3.31","2","0.0","6.62","Bayern"
"B2C","Evian","Water","1.31","4","0.0","5.24","Bayern"
"B2C","Cranberry Juice","Juices","3.67","2","0.0","7.34","Bayern"
"B2C","Apollinaris","Water","0.96","7","0.0","6.72","Schleswig-Holstein"
"B2C","Evian","Water","1.26","5","0.0","6.3","Schleswig-Holstein"
"B2C","Mango Juice","Juices","3.21","2","0.0","6.42","Schleswig-Holstein"
"B2C","Rockstar","Soft Drinks","2.34","2","0.0","4.68","Nordrhein-Westfalen"
"B2C","Gerolsteiner","Water","1.07","5","0.0","5.35","Nordrhein-Westfalen"
"B2C","Mezzo Mix","Soft Drinks","0.61","15","0.0","9.15","Sachsen"
"B2C","Mountain Dew","Soft Drinks","0.99","5","0.0","4.95","ThÃ¼ringen"
"B2C","Erdinger WeiÃŸbier","Alcoholic Beverages","2.04","3","0.0","6.12","ThÃ¼ringen"
"B2C","Apollinaris","Water","0.99","10","0.0","9.9","Sachsen"
"B2C","Veuve Clicquot","Alcoholic Beverages","112.46","14","0.0","1574.44","Sachsen"
"B2C","San Pellegrino","Water","0.91","4","0.0","3.64","Sachsen"
"B2C","Fanta","Soft Drinks","1.23","12","0.0","14.76","Sachsen"
"B2C","RotkÃ¤ppchen Sekt","Alcoholic Beverages","8.29","10","0.0","82.9","Brandenburg"
"B2C","Tanqueray","Alcoholic Beverages","34.61","1","0.0","34.61","Brandenburg"
"B2C","Warsteiner","Alcoholic Beverages","1.05","15","0.0","15.75","Brandenburg"
"B2C","Mezzo Mix","Soft Drinks","0.61","12","0.0","7.32","Brandenburg"
"B2C","Passion Fruit Juice","Juices","3.02","10","0.0","30.2","Brandenburg"
"B2B","Volvic","Water","0.47","39","0.05","17.41","Mecklenburg-Vorpommern"
"B2B","Rauch Multivitamin","Juices","2.98","76","0.1","203.83","Mecklenburg-Vorpommern"
"B2B","Apollinaris","Water","0.52","56","0.1","26.21","Mecklenburg-Vorpommern"
"B2B","Mango Juice","Juices","2.24","12","0.05","25.54","Nordrhein-Westfalen"
"B2B","Granini Apple","Juices","1.28","21","0.05","25.54","Nordrhein-Westfalen"
"B2B","Pepsi","Soft Drinks","0.81","7","0.05","5.39","Nordrhein-Westfalen"
"B2B","Havana Club","Alcoholic Beverages","26.14","66","0.15","1466.45","Nordrhein-Westfalen"
"B2C","Apollinaris","Water","0.96","4","0.0","3.84","Niedersachsen"
"B2C","Vittel","Water","0.58","14","0.0","8.12","Niedersachsen"
"B2C","Volvic","Water","0.57","1","0.0","0.57","Niedersachsen"
"B2C","Evian","Water","1.26","14","0.0","17.64","Baden-WÃ¼rttemberg"
"B2C","Hohes C Orange","Juices","1.8","9","0.0","16.2","Baden-WÃ¼rttemberg"
"B2C","Volvic Touch","Water","1.42","6","0.0","8.52","Baden-WÃ¼rttemberg"
"B2C","San Pellegrino","Water","0.89","8","0.0","7.12","Baden-WÃ¼rttemberg"
"B2C","Cranberry Juice","Juices","3.56","14","0.0","49.84","Bremen"
"B2C","Vittel","Water","0.58","13","0.0","7.54","Bremen"
"B2B","Merlot","Alcoholic Beverages","10.54","90","0.05","901.17","Rheinland-Pfalz"
"B2B","Red Bull","Soft Drinks","3.52","84","0.1","266.11","Rheinland-Pfalz"
"B2B","Fanta","Soft Drinks","0.75","4","0.05","2.85","Rheinland-Pfalz"
"B2C","Fanta","Soft Drinks","1.16","15","0.0","17.4","Baden-WÃ¼rttemberg"
"B2C","Vittel","Water","0.56","14","0.0","7.84","Baden-WÃ¼rttemberg"
"B2C","Jack Daniels","Alcoholic Beverages","48.79","12","0.0","585.48","Baden-WÃ¼rttemberg"
"B2C","Jever","Alcoholic Beverages","1.88","5","0.0","9.4","Baden-WÃ¼rttemberg"
"B2B","Cranberry Juice","Juices","2.95","15","0.05","42.04","Schleswig-Holstein"
"B2B","Sprite","Soft Drinks","1.18","99","0.1","105.14","Schleswig-Holstein"
"B2B","Bacardi","Alcoholic Beverages","21.09","39","0.05","781.38","Baden-WÃ¼rttemberg"
"B2B","Tomato Juice","Juices","2.04","46","0.05","89.15","Baden-WÃ¼rttemberg"
"B2B","Rauch Multivitamin","Juices","2.01","18","0.05","34.37","Baden-WÃ¼rttemberg"
"B2B","Schwip Schwap","Soft Drinks","0.97","35","0.1","30.55","Rheinland-Pfalz"
"B2B","Selters","Water","1.05","48","0.1","45.36","Rheinland-Pfalz"
"B2B","Merlot","Alcoholic Beverages","10.86","95","0.1","928.53","Rheinland-Pfalz"
"B2B","Coca-Cola","Soft Drinks","0.88","58","0.05","48.49","ThÃ¼ringen"
"B2B","Pepsi","Soft Drinks","0.88","5","0.05","4.18","ThÃ¼ringen"
"B2B","Fritz-Kola","Soft Drinks","2.75","19","0.05","49.64","ThÃ¼ringen"
"B2B","Jever","Alcoholic Beverages","1.42","39","0.05","52.61","ThÃ¼ringen"
"B2B","Mountain Dew","Soft Drinks","1.26","53","0.1","60.1","ThÃ¼ringen"
"B2B","Mountain Dew","Soft Drinks","1.07","92","0.1","88.6","Bayern"
"B2B","Fanta","Soft Drinks","1.33","70","0.1","83.79","Bayern"
"B2B","Volvic Touch","Water","0.7","18","0.05","11.97","Bayern"
"B2B","Hohes C Orange","Juices","2.28","50","0.1","102.6","Bayern"
"B2B","Red Bull","Soft Drinks","2.49","48","0.1","107.57","Bayern"
"B2B","Red Bull","Soft Drinks","2.09","10","0.1","18.81","Niedersachsen"
"B2C","Apollinaris","Water","0.99","6","0.0","5.94","Brandenburg"
"B2B","Evian","Water","1.43","98","0.1","126.13","Mecklenburg-Vorpommern"
"B2B","Johnnie Walker","Alcoholic Beverages","53.81","77","0.15","3521.86","Mecklenburg-Vorpommern"
"B2B","Volvic Touch","Water","1.7","18","0.1","27.54","Mecklenburg-Vorpommern"
"B2B","Rauch Multivitamin","Juices","2.03","55","0.05","106.07","Mecklenburg-Vorpommern"
"B2B","Sprite","Soft Drinks","0.64","27","0.15","14.69","Mecklenburg-Vorpommern"
"B2B","Cranberry Juice","Juices","2.9","31","0.05","85.4","Berlin"
"B2B","Krombacher","Alcoholic Beverages","1.44","4","0.05","5.47","Berlin"
"B2C","Red Bull","Soft Drinks","2.35","3","0.0","7.05","Baden-WÃ¼rttemberg"
"B2C","Mango Juice","Juices","3.31","5","0.0","16.55","Baden-WÃ¼rttemberg"
"B2C","Gerolsteiner","Water","1.07","12","0.0","12.84","Baden-WÃ¼rttemberg"
"B2C","Volvic Touch","Water","1.46","14","0.0","20.44","Baden-WÃ¼rttemberg"
"B2B","Erdinger WeiÃŸbier","Alcoholic Beverages","1.9","6","0.1","10.26","Hamburg"
"B2B","Mezzo Mix","Soft Drinks","1.37","71","0.1","87.54","Berlin"
"B2B","Volvic Touch","Water","1.58","75","0.1","106.65","Schleswig-Holstein"
"B2B","Gerolsteiner","Water","0.56","79","0.1","39.82","Schleswig-Holstein"
"B2B","San Pellegrino","Water","0.81","14","0.15","9.64","Schleswig-Holstein"
"B2C","Apollinaris","Water","0.99","11","0.0","10.89","Baden-WÃ¼rttemberg"
"B2C","Rauch Multivitamin","Juices","2.31","11","0.0","25.41","Brandenburg"
"B2C","Granini Apple","Juices","1.59","10","0.0","15.9","Brandenburg"
"B2C","Selters","Water","0.46","10","0.0","4.6","Brandenburg"
"B2C","Passion Fruit Juice","Juices","2.93","7","0.0","20.51","Brandenburg"
"B2C","Tomato Juice","Juices","3.23","11","0.0","35.53","Brandenburg"
"B2B","Granini Apple","Juices","2.35","85","0.15","169.79","Schleswig-Holstein"
"B2B","San Pellegrino","Water","1.39","92","0.1","115.09","Schleswig-Holstein"
"B2C","Beck's","Alcoholic Beverages","1.46","15","0.0","21.9","Brandenburg"
"B2B","Sprite","Soft Drinks","1.27","99","0.1","113.16","Saarland"
"B2C","Mountain Dew","Soft Drinks","0.96","13","0.0","12.48","Nordrhein-Westfalen"
"B2C","Johnnie Walker","Alcoholic Beverages","36.59","4","0.0","146.36","Nordrhein-Westfalen"
"B2C","Coca-Cola","Soft Drinks","1.07","5","0.0","5.35","Nordrhein-Westfalen"
"B2C","Apollinaris","Water","0.99","12","0.0","11.88","Sachsen-Anhalt"
"B2C","Hohes C Orange","Juices","1.75","1","0.0","1.75","Nordrhein-Westfalen"
"B2C","Merlot","Alcoholic Beverages","4.22","9","0.0","37.98","Nordrhein-Westfalen"
"B2C","Fritz-Kola","Soft Drinks","2.05","1","0.0","2.05","Rheinland-Pfalz"
"B2C","Gerolsteiner","Water","1.04","1","0.0","1.04","Rheinland-Pfalz"
"B2C","Erdinger WeiÃŸbier","Alcoholic Beverages","2.11","7","0.0","14.77","Bayern"
"B2C","Tomato Juice","Juices","3.23","9","0.0","29.07","ThÃ¼ringen"
"B2C","Red Bull","Soft Drinks","2.22","5","0.0","11.1","ThÃ¼ringen"
"B2C","Beck's","Alcoholic Beverages","1.46","1","0.0","1.46","ThÃ¼ringen"
"B2C","Volvic","Water","0.55","15","0.0","8.25","ThÃ¼ringen"
"B2C","Apollinaris","Water","0.93","2","0.0","1.86","ThÃ¼ringen"
"B2C","Volvic","Water","0.55","3","0.0","1.65","Hamburg"
"B2C","Tomato Juice","Juices","3.23","10","0.0","32.3","Hamburg"
"B2C","Vio Wasser","Water","1.61","7","0.0","11.27","Hamburg"
"B2C","Apollinaris","Water","0.93","15","0.0","13.95","Hamburg"
"B2C","Mezzo Mix","Soft Drinks","0.61","2","0.0","1.22","Hamburg"
"B2C","Schwip Schwap","Soft Drinks","1.24","7","0.0","8.68","Hamburg"
"B2C","Evian","Water","1.26","3","0.0","3.78","Hamburg"
"B2C","Riesling","Alcoholic Beverages","4.19","14","0.0","58.66","Niedersachsen"
"B2C","Tomato Juice","Juices","3.33","5","0.0","16.65","Niedersachsen"
"B2C","Rauch Multivitamin","Juices","2.38","10","0.0","23.8","Niedersachsen"
"B2C","Sprite","Soft Drinks","0.55","13","0.0","7.15","Niedersachsen"
"B2C","Fanta","Soft Drinks","1.19","1","0.0","1.19","Niedersachsen"
"B2B","Cranberry Juice","Juices","3.28","9","0.05","28.04","Berlin"
"B2B","Riesling","Alcoholic Beverages","4.24","32","0.05","128.9","Berlin"
"B2B","KÃ¶lsch","Alcoholic Beverages","1.87","56","0.15","89.01","Berlin"
"B2C","Sprite","Soft Drinks","0.56","4","0.0","2.24","Brandenburg"
"B2B","MoÃ«t & Chandon","Alcoholic Beverages","51.15","49","0.05","2381.03","Hessen"
"B2B","RotkÃ¤ppchen Sekt","Alcoholic Beverages","4.62","79","0.15","310.23","Hessen"
"B2B","Rockstar","Soft Drinks","2.75","37","0.05","96.66","Hessen"
"B2B","Sauvignon Blanc","Alcoholic Beverages","5.27","32","0.05","160.21","Hessen"
"B2C","Rauch Multivitamin","Juices","2.45","2","0.0","4.9","Bremen"
"B2C","Sauvignon Blanc","Alcoholic Beverages","9.09","14","0.0","127.26","Bremen"
"B2C","Mountain Dew","Soft Drinks","0.99","12","0.0","11.88","Bremen"
"B2C","Volvic Touch","Water","1.46","5","0.0","7.3","Bremen"
"B2C","Tomato Juice","Juices","3.43","4","0.0","13.72","Bremen"
"B2C","RotkÃ¤ppchen Sekt","Alcoholic Beverages","8.54","4","0.0","34.16","Rheinland-Pfalz"
"B2C","Selters","Water","0.49","11","0.0","5.39","Rheinland-Pfalz"
"B2C","Club Mate","Soft Drinks","2.13","9","0.0","19.17","ThÃ¼ringen"
"B2C","RotkÃ¤ppchen Sekt","Alcoholic Beverages","8.05","3","0.0","24.15","ThÃ¼ringen"
"B2C","Red Bull","Soft Drinks","2.22","7","0.0","15.54","ThÃ¼ringen"
"B2C","Selters","Water","0.46","8","0.0","3.68","ThÃ¼ringen"
"B2C","Rauch Multivitamin","Juices","2.45","12","0.0","29.4","Berlin"
"B2C","Schwip Schwap","Soft Drinks","1.27","15","0.0","19.05","Berlin"
"B2C","Club Mate","Soft Drinks","2.26","11","0.0","24.86","Berlin"
"B2B","Havana Club","Alcoholic Beverages","18.61","2","0.05","35.36","Hamburg"
"B2B","Rauch Multivitamin","Juices","1.9","57","0.1","97.47","Schleswig-Holstein"
"B2B","Selters","Water","0.41","10","0.05","3.89","Schleswig-Holstein"
"B2C","Mezzo Mix","Soft Drinks","0.61","11","0.0","6.71","Baden-WÃ¼rttemberg"
"B2C","Havana Club","Alcoholic Beverages","12.96","1","0.0","12.96","Baden-WÃ¼rttemberg"
"B2C","Rauch Multivitamin","Juices","2.38","5","0.0","11.9","Baden-WÃ¼rttemberg"
"B2C","Cranberry Juice","Juices","3.56","3","0.0","10.68","Baden-WÃ¼rttemberg"
"B2C","Volvic","Water","0.57","10","0.0","5.7","Baden-WÃ¼rttemberg"
"B2B","Selters","Water","0.99","87","0.15","73.21","Mecklenburg-Vorpommern"
"B2B","Gerolsteiner","Water","0.83","73","0.1","54.53","Mecklenburg-Vorpommern"
"B2C","Fritz-Kola","Soft Drinks","2.12","4","0.0","8.48","Berlin"
"B2C","Warsteiner","Alcoholic Beverages","1.08","8","0.0","8.64","Berlin"
"B2C","San Pellegrino","Water","0.91","5","0.0","4.55","Berlin"
"B2C","Selters","Water","0.49","10","0.0","4.9","Berlin"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","72.7","4","0.0","290.8","Berlin"
"B2C","Mango Juice","Juices","3.21","8","0.0","25.68","Saarland"
"B2C","Sauvignon Blanc","Alcoholic Beverages","8.83","6","0.0","52.98","Saarland"
"B2C","Granini Apple","Juices","1.64","6","0.0","9.84","Saarland"
"B2C","Fanta","Soft Drinks","1.19","11","0.0","13.09","Saarland"
"B2C","Rauch Multivitamin","Juices","2.38","1","0.0","2.38","Saarland"
"B2C","Hohes C Orange","Juices","1.86","9","0.0","16.74","Rheinland-Pfalz"
"B2C","RotkÃ¤ppchen Sekt","Alcoholic Beverages","8.54","5","0.0","42.7","Rheinland-Pfalz"
"B2C","Tomato Juice","Juices","3.43","13","0.0","44.59","Rheinland-Pfalz"
"B2C","Selters","Water","0.49","7","0.0","3.43","Rheinland-Pfalz"
"B2B","Granini Apple","Juices","1.96","6","0.05","11.17","ThÃ¼ringen"
"B2B","Apollinaris","Water","0.49","20","0.05","9.31","ThÃ¼ringen"
"B2B","Sprite","Soft Drinks","0.86","23","0.05","18.79","ThÃ¼ringen"
"B2B","Erdinger WeiÃŸbier","Alcoholic Beverages","1.92","44","0.05","80.26","ThÃ¼ringen"
"B2B","Tanqueray","Alcoholic Beverages","19.96","26","0.05","493.01","ThÃ¼ringen"
"B2C","MoÃ«t & Chandon","Alcoholic Beverages","57.11","9","0.0","513.99","Sachsen-Anhalt"
"B2C","Rauch Multivitamin","Juices","2.38","6","0.0","14.28","Sachsen-Anhalt"
"B2C","Selters","Water","0.47","14","0.0","6.58","Sachsen-Anhalt"
"B2B","Evian","Water","0.85","17","0.1","13.0","Berlin"
"B2B","Volvic Touch","Water","1.06","15","0.05","15.1","Berlin"
"B2B","Fritz-Kola","Soft Drinks","2.67","72","0.1","173.02","Berlin"
"B2B","Vittel","Water","1.08","86","0.1","83.59","Berlin"
"B2B","Hohes C Orange","Juices","3.11","77","0.1","215.52","Berlin"
"B2C","Volvic","Water","0.58","11","0.0","6.38","Berlin"
"B2C","Monster","Soft Drinks","3.31","13","0.0","43.03","Berlin"
"B2C","Cranberry Juice","Juices","3.67","13","0.0","47.71","Berlin"
"B2C","Merlot","Alcoholic Beverages","4.22","14","0.0","59.08","Hamburg"
"B2B","Veuve Clicquot","Alcoholic Beverages","63.65","32","0.05","1934.96","Mecklenburg-Vorpommern"
